ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,Timestamp,OccupancyRate,BaselinePrice,TrafficScore,VehicleWeight,Norm_OccupancyRate,Norm_QueueLength,Norm_Traffic,Norm_VehicleWeight,Norm_SpecialDay,DemandScore,Model2_Price,Model3_Price,Model2_Price,Model3_Price
1312,BHMBCCTHL01,387,26.14449459,91.73620513,120,car,low,2,0,2016-10-04 07:59:00,0.3100775193798449,13.1,1,2.0,0.3100775193798449,0.1333333333333333,0.3333333333333333,0.6666666666666666,0,0.2886821705426357,9.33,9.33,9.53,9.53
11808,Others-CCCPS135a,3883,26.14749943,91.72800489,1081,car,low,2,0,2016-10-04 07:59:00,0.2783929951068761,12.78,1,2.0,0.2783929951068761,0.1333333333333333,0.3333333333333333,0.6666666666666666,0,0.2823452656880419,9.24,9.24,9.44,9.44
13120,Others-CCCPS202,2937,26.14749053,91.72799688,547,bike,low,2,0,2016-10-04 07:59:00,0.1862444671433435,11.86,1,1.0,0.1862444671433435,0.1333333333333333,0.3333333333333333,0.3333333333333333,0,0.1972488934286687,7.96,7.96,8.16,8.16
15744,Others-CCCPS98,3103,26.14749998,91.72797778,588,car,average,2,0,2016-10-04 07:59:00,0.1894940380277151,11.89,2,2.0,0.1894940380277151,0.1333333333333333,0.6666666666666666,0.6666666666666666,0,0.3312321409388764,9.97,9.97,10.17,10.17
14433,Others-CCCPS8,1322,26.14754886,91.72799519,478,truck,low,2,0,2016-10-04 08:25:00,0.3615733736762481,13.62,1,3.0,0.3615733736762481,0.1333333333333333,0.3333333333333333,1.0,0,0.3656480080685829,10.48,10.48,10.68,10.68
6561,BHMNCPNST01,485,26.14004753,91.73097233,267,truck,low,2,0,2016-10-04 08:25:00,0.5505154639175258,15.51,1,3.0,0.5505154639175258,0.1333333333333333,0.3333333333333333,1.0,0,0.4034364261168385,11.05,9.9,11.25,10.8
9185,Others-CCCPS105a,2009,26.14747299,91.72804914,780,car,average,3,0,2016-10-04 08:25:00,0.3882528621204579,13.88,2,2.0,0.3882528621204579,0.2,0.6666666666666666,0.6666666666666666,0,0.3843172390907582,10.76,10.76,11.06,10.8
13121,Others-CCCPS202,2937,26.14749053,91.72799688,665,car,low,2,0,2016-10-04 08:25:00,0.22642151855635,12.26,1,2.0,0.22642151855635,0.1333333333333333,0.3333333333333333,0.6666666666666666,0,0.2719509703779367,9.08,9.08,9.28,9.28
11809,Others-CCCPS135a,3883,26.14749943,91.72800489,1467,bike,low,3,0,2016-10-04 08:25:00,0.3778006695853721,13.78,1,1.0,0.3778006695853721,0.2,0.3333333333333333,0.3333333333333333,0,0.2488934672504077,8.73,8.73,9.03,9.03
1313,BHMBCCTHL01,387,26.14449459,91.73620513,129,car,average,2,0,2016-10-04 08:25:00,0.3333333333333333,13.33,2,2.0,0.3333333333333333,0.1333333333333333,0.6666666666666666,0.6666666666666666,0,0.36,10.4,10.4,10.6,10.6
3937,BHMMBMMBX01,687,20.0000347,78.00000286,302,car,low,1,0,2016-10-04 08:25:00,0.4395924308588064,14.4,1,2.0,0.4395924308588064,0.0666666666666666,0.3333333333333333,0.6666666666666666,0,0.3012518195050946,9.52,9.52,9.62,9.62
2625,BHMEURBRD01,470,26.14901995,91.7395035,174,bike,low,1,0,2016-10-04 08:25:00,0.3702127659574468,13.7,1,1.0,0.3702127659574468,0.0666666666666666,0.3333333333333333,0.3333333333333333,0,0.220709219858156,8.31,8.31,8.41,8.41
15745,Others-CCCPS98,3103,26.14749998,91.72797778,678,bike,average,3,0,2016-10-04 08:25:00,0.2184982275217531,12.18,2,1.0,0.2184982275217531,0.2,0.6666666666666666,0.3333333333333333,0,0.2836996455043506,9.26,9.26,9.56,9.56
7873,Broad Street,690,26.13795775,91.74099445,269,car,low,2,0,2016-10-04 08:25:00,0.3898550724637681,13.9,1,2.0,0.3898550724637681,0.1333333333333333,0.3333333333333333,0.6666666666666666,0,0.3046376811594203,9.57,9.57,9.77,9.77
10497,Others-CCCPS119a,2803,26.14754061,91.72797041,238,car,average,2,0,2016-10-04 08:25:00,0.0849090260435248,10.85,2,2.0,0.0849090260435248,0.1333333333333333,0.6666666666666666,0.6666666666666666,0,0.3103151385420383,9.65,9.65,9.85,9.85
17057,Shopping,1920,26.15050395,91.73353109,761,car,low,2,0,2016-10-04 08:25:00,0.3963541666666667,13.96,1,2.0,0.3963541666666667,0.1333333333333333,0.3333333333333333,0.6666666666666666,0,0.3059375,9.59,9.59,9.79,9.79
5249,BHMNCPHST01,1200,26.14001386,91.73099967,315,bike,low,2,0,2016-10-04 08:25:00,0.2625,12.62,1,1.0,0.2625,0.1333333333333333,0.3333333333333333,0.3333333333333333,0,0.2125,8.19,8.19,8.39,8.39
1,BHMBCCMKT01,577,26.14453614,91.73617216,64,car,low,1,0,2016-10-04 08:25:00,0.1109185441941074,11.11,1,2.0,0.1109185441941074,0.0666666666666666,0.3333333333333333,0.6666666666666666,0,0.2355170421721548,8.53,8.53,8.63,8.63
14434,Others-CCCPS8,1322,26.14754886,91.72799519,518,car,average,3,0,2016-10-04 08:59:00,0.3918305597579425,13.92,2,2.0,0.3918305597579425,0.2,0.6666666666666666,0.6666666666666666,0,0.3850327786182551,10.78,10.78,11.08,10.8
1314,BHMBCCTHL01,387,26.14449459,91.73620513,155,car,low,2,0,2016-10-04 08:59:00,0.4005167958656331,14.01,1,2.0,0.4005167958656331,0.1333333333333333,0.3333333333333333,0.6666666666666666,0,0.3067700258397933,9.6,9.6,9.8,9.8
10498,Others-CCCPS119a,2803,26.14754061,91.72797041,323,car,low,2,0,2016-10-04 08:59:00,0.1152336782019265,11.15,1,2.0,0.1152336782019265,0.1333333333333333,0.3333333333333333,0.6666666666666666,0,0.2497134023070519,8.75,8.75,8.95,8.95
17058,Shopping,1920,26.15050395,91.73353109,958,car,low,2,0,2016-10-04 08:59:00,0.4989583333333333,14.99,1,2.0,0.4989583333333333,0.1333333333333333,0.3333333333333333,0.6666666666666666,0,0.3264583333333333,9.9,9.9,10.1,10.1
11810,Others-CCCPS135a,3883,26.14749943,91.72800489,2007,car,low,2,0,2016-10-04 08:59:00,0.516868400721092,15.17,1,2.0,0.516868400721092,0.1333333333333333,0.3333333333333333,0.6666666666666666,0,0.330040346810885,9.95,9.95,10.15,10.15
7874,Broad Street,690,26.13795775,91.74099445,415,bike,low,3,0,2016-10-04 08:59:00,0.6014492753623188,16.01,1,1.0,0.6014492753623188,0.2,0.3333333333333333,0.3333333333333333,0,0.293623188405797,9.4,9.4,9.7,9.7
6562,BHMNCPNST01,485,26.14004753,91.73097233,278,car,low,2,0,2016-10-04 08:59:00,0.5731958762886598,15.73,1,2.0,0.5731958762886598,0.1333333333333333,0.3333333333333333,0.6666666666666666,0,0.3413058419243985,10.12,10.12,10.32,10.32
2626,BHMEURBRD01,470,26.14901995,91.7395035,269,truck,low,2,0,2016-10-04 08:59:00,0.5723404255319149,15.72,1,3.0,0.5723404255319149,0.1333333333333333,0.3333333333333333,1.0,0,0.4078014184397163,11.12,9.9,11.32,10.8
3938,BHMMBMMBX01,687,20.0000347,78.00000286,346,truck,low,2,0,2016-10-04 08:59:00,0.5036390101892285,15.04,1,3.0,0.5036390101892285,0.1333333333333333,0.3333333333333333,1.0,0,0.394061135371179,10.91,10.91,11.11,10.8
2,BHMBCCMKT01,577,26.14453614,91.73617216,80,car,low,2,0,2016-10-04 08:59:00,0.1386481802426343,11.39,1,2.0,0.1386481802426343,0.1333333333333333,0.3333333333333333,0.6666666666666666,0,0.2543963027151935,8.82,8.82,9.02,9.02
15746,Others-CCCPS98,3103,26.14749998,91.72797778,792,car,low,3,0,2016-10-04 08:59:00,0.2552368675475346,12.55,1,2.0,0.2552368675475346,0.2,0.3333333333333333,0.6666666666666666,0,0.2910473735095069,9.37,9.37,9.67,9.67
5250,BHMNCPHST01,1200,26.14001386,91.73099967,441,car,low,2,0,2016-10-04 08:59:00,0.3675,13.67,1,2.0,0.3675,0.1333333333333333,0.3333333333333333,0.6666666666666666,0,0.3001666666666667,9.5,9.5,9.7,9.7
13122,Others-CCCPS202,2937,26.14749053,91.72799688,848,bike,low,2,0,2016-10-04 08:59:00,0.2887299965951651,12.89,1,1.0,0.2887299965951651,0.1333333333333333,0.3333333333333333,0.3333333333333333,0,0.217745999319033,8.27,8.27,8.47,8.47
9186,Others-CCCPS105a,2009,26.14747299,91.72804914,864,car,low,2,0,2016-10-04 08:59:00,0.4300647088103534,14.3,1,2.0,0.4300647088103534,0.1333333333333333,0.3333333333333333,0.6666666666666666,0,0.3126796084287373,9.69,9.69,9.89,9.89
2627,BHMEURBRD01,470,26.14901995,91.7395035,351,cycle,low,3,0,2016-10-04 09:32:00,0.7468085106382979,17.47,1,0.5,0.7468085106382979,0.2,0.3333333333333333,0.1666666666666666,0,0.2893617021276596,9.34,9.34,9.64,9.64
1315,BHMBCCTHL01,387,26.14449459,91.73620513,204,cycle,low,2,0,2016-10-04 09:32:00,0.5271317829457365,15.27,1,0.5,0.5271317829457365,0.1333333333333333,0.3333333333333333,0.1666666666666666,0,0.2320930232558139,8.48,8.48,8.68,8.68
13123,Others-CCCPS202,2937,26.14749053,91.72799688,1036,car,low,3,0,2016-10-04 09:32:00,0.3527408920667347,13.53,1,2.0,0.3527408920667347,0.2,0.3333333333333333,0.6666666666666666,0,0.3105481784133469,9.66,9.66,9.96,9.96
14435,Others-CCCPS8,1322,26.14754886,91.72799519,590,cycle,low,3,0,2016-10-04 09:32:00,0.4462934947049924,14.46,1,0.5,0.4462934947049924,0.2,0.3333333333333333,0.1666666666666666,0,0.2292586989409985,8.44,8.44,8.74,8.74
7875,Broad Street,690,26.13795775,91.74099445,530,car,low,2,0,2016-10-04 09:32:00,0.7681159420289855,17.68,1,2.0,0.7681159420289855,0.1333333333333333,0.3333333333333333,0.6666666666666666,0,0.3802898550724637,10.7,10.7,10.9,10.8
15747,Others-CCCPS98,3103,26.14749998,91.72797778,932,car,low,3,0,2016-10-04 09:32:00,0.3003544956493715,13.0,1,2.0,0.3003544956493715,0.2,0.3333333333333333,0.6666666666666666,0,0.3000708991298743,9.5,9.5,9.8,9.8
10499,Others-CCCPS119a,2803,26.14754061,91.72797041,420,bike,low,2,0,2016-10-04 09:32:00,0.1498394577238672,11.5,1,1.0,0.1498394577238672,0.1333333333333333,0.3333333333333333,0.3333333333333333,0,0.1899678915447734,7.85,7.85,8.05,8.05
9187,Others-CCCPS105a,2009,26.14747299,91.72804914,1004,car,low,3,0,2016-10-04 09:32:00,0.4997511199601792,15.0,1,2.0,0.4997511199601792,0.2,0.3333333333333333,0.6666666666666666,0,0.3399502239920358,10.1,10.1,10.4,10.4
3,BHMBCCMKT01,577,26.14453614,91.73617216,107,car,low,2,0,2016-10-04 09:32:00,0.1854419410745234,11.85,1,2.0,0.1854419410745234,0.1333333333333333,0.3333333333333333,0.6666666666666666,0,0.2637550548815713,8.96,8.96,9.16,9.16
17059,Shopping,1920,26.15050395,91.73353109,1121,cycle,low,3,0,2016-10-04 09:32:00,0.5838541666666667,15.84,1,0.5,0.5838541666666667,0.2,0.3333333333333333,0.1666666666666666,0,0.2567708333333333,8.85,8.85,9.15,9.15
11811,Others-CCCPS135a,3883,26.14749943,91.72800489,2502,bike,low,3,0,2016-10-04 09:32:00,0.6443471542621684,16.44,1,1.0,0.6443471542621684,0.2,0.3333333333333333,0.3333333333333333,0,0.3022027641857669,9.53,9.53,9.83,9.83
3939,BHMMBMMBX01,687,20.0000347,78.00000286,414,truck,low,2,0,2016-10-04 09:32:00,0.6026200873362445,16.03,1,3.0,0.6026200873362445,0.1333333333333333,0.3333333333333333,1.0,0,0.4138573508005822,11.21,9.9,11.41,10.8
5251,BHMNCPHST01,1200,26.14001386,91.73099967,552,bike,low,2,0,2016-10-04 09:32:00,0.46,14.6,1,1.0,0.46,0.1333333333333333,0.3333333333333333,0.3333333333333333,0,0.252,8.78,8.78,8.98,8.98
6563,BHMNCPNST01,485,26.14004753,91.73097233,302,truck,low,3,0,2016-10-04 09:32:00,0.622680412371134,16.23,1,3.0,0.622680412371134,0.2,0.3333333333333333,1.0,0,0.4312027491408934,11.47,9.9,11.77,10.8
5252,BHMNCPHST01,1200,26.14001386,91.73099967,638,car,low,2,0,2016-10-04 09:59:00,0.5316666666666666,15.32,1,2.0,0.5316666666666666,0.1333333333333333,0.3333333333333333,0.6666666666666666,0,0.333,10.0,10.0,10.2,10.2
17060,Shopping,1920,26.15050395,91.73353109,1254,truck,low,3,0,2016-10-04 09:59:00,0.653125,16.53,1,3.0,0.653125,0.2,0.3333333333333333,1.0,0,0.4372916666666667,11.56,9.9,11.86,10.8
14436,Others-CCCPS8,1322,26.14754886,91.72799519,657,truck,low,3,0,2016-10-04 09:59:00,0.4969742813918306,14.97,1,3.0,0.4969742813918306,0.2,0.3333333333333333,1.0,0,0.4060615229450327,11.09,9.9,11.39,10.8
2628,BHMEURBRD01,470,26.14901995,91.7395035,397,bike,low,2,0,2016-10-04 09:59:00,0.8446808510638298,18.45,1,1.0,0.8446808510638298,0.1333333333333333,0.3333333333333333,0.3333333333333333,0,0.3289361702127659,9.93,9.93,10.13,10.13
15748,Others-CCCPS98,3103,26.14749998,91.72797778,1052,cycle,low,3,0,2016-10-04 09:59:00,0.3390267483080889,13.39,1,0.5,0.3390267483080889,0.2,0.3333333333333333,0.1666666666666666,0,0.2078053496616178,8.12,8.12,8.42,8.42
10500,Others-CCCPS119a,2803,26.14754061,91.72797041,476,car,low,3,0,2016-10-04 09:59:00,0.1698180520870496,11.7,1,2.0,0.1698180520870496,0.2,0.3333333333333333,0.6666666666666666,0,0.2739636104174099,9.11,9.11,9.41,9.41
1316,BHMBCCTHL01,387,26.14449459,91.73620513,236,car,low,2,0,2016-10-04 09:59:00,0.6098191214470284,16.1,1,2.0,0.6098191214470284,0.1333333333333333,0.3333333333333333,0.6666666666666666,0,0.3486304909560723,10.23,10.23,10.43,10.43
9188,Others-CCCPS105a,2009,26.14747299,91.72804914,1142,car,low,3,0,2016-10-04 09:59:00,0.5684420109507218,15.68,1,2.0,0.5684420109507218,0.2,0.3333333333333333,0.6666666666666666,0,0.3536884021901443,10.31,10.31,10.61,10.61
13124,Others-CCCPS202,2937,26.14749053,91.72799688,1163,car,low,3,0,2016-10-04 09:59:00,0.3959822948586993,13.96,1,2.0,0.3959822948586993,0.2,0.3333333333333333,0.6666666666666666,0,0.3191964589717398,9.79,9.79,10.09,10.09
7876,Broad Street,690,26.13795775,91.74099445,600,car,low,2,0,2016-10-04 09:59:00,0.8695652173913043,18.7,1,2.0,0.8695652173913043,0.1333333333333333,0.3333333333333333,0.6666666666666666,0,0.4005797101449275,11.01,9.9,11.21,10.8
6564,BHMNCPNST01,485,26.14004753,91.73097233,327,car,average,3,0,2016-10-04 09:59:00,0.6742268041237114,16.74,2,2.0,0.6742268041237114,0.2,0.6666666666666666,0.6666666666666666,0,0.4415120274914089,11.62,9.9,11.92,10.8
4,BHMBCCMKT01,577,26.14453614,91.73617216,150,bike,low,2,0,2016-10-04 09:59:00,0.2599653379549393,12.6,1,1.0,0.2599653379549393,0.1333333333333333,0.3333333333333333,0.3333333333333333,0,0.2119930675909878,8.18,8.18,8.38,8.38
11812,Others-CCCPS135a,3883,26.14749943,91.72800489,2802,truck,low,3,0,2016-10-04 09:59:00,0.7216070048931239,17.22,1,3.0,0.7216070048931239,0.2,0.3333333333333333,1.0,0,0.4509880676452914,11.76,9.9,12.06,10.8
3940,BHMMBMMBX01,687,20.0000347,78.00000286,485,car,low,3,0,2016-10-04 09:59:00,0.7059679767103348,17.06,1,2.0,0.7059679767103348,0.2,0.3333333333333333,0.6666666666666666,0,0.381193595342067,10.72,10.72,11.02,10.8
14437,Others-CCCPS8,1322,26.14754886,91.72799519,715,car,low,3,0,2016-10-04 10:26:00,0.5408472012102874,15.41,1,2.0,0.5408472012102874,0.2,0.3333333333333333,0.6666666666666666,0,0.3481694402420574,10.22,10.22,10.52,10.52
2629,BHMEURBRD01,470,26.14901995,91.7395035,430,car,low,3,0,2016-10-04 10:26:00,0.9148936170212766,19.15,1,2.0,0.9148936170212766,0.2,0.3333333333333333,0.6666666666666666,0,0.4229787234042553,11.34,9.9,11.64,10.8
15749,Others-CCCPS98,3103,26.14749998,91.72797778,1142,car,low,4,0,2016-10-04 10:26:00,0.368030937802127,13.68,1,2.0,0.368030937802127,0.2666666666666666,0.3333333333333333,0.6666666666666666,0,0.3269395208937588,9.9,9.9,10.3,10.3
7877,Broad Street,690,26.13795775,91.74099445,642,car,low,4,0,2016-10-04 10:26:00,0.9304347826086956,19.3,1,2.0,0.9304347826086956,0.2666666666666666,0.3333333333333333,0.6666666666666666,0,0.4394202898550724,11.59,9.9,11.99,10.8
5,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,low,3,0,2016-10-04 10:26:00,0.3067590987868284,13.07,1,2.0,0.3067590987868284,0.2,0.3333333333333333,0.6666666666666666,0,0.3013518197573656,9.52,9.52,9.82,9.82
9189,Others-CCCPS105a,2009,26.14747299,91.72804914,1245,truck,low,4,0,2016-10-04 10:26:00,0.6197112991538078,16.2,1,3.0,0.6197112991538078,0.2666666666666666,0.3333333333333333,1.0,0,0.4439422598307615,11.66,9.9,12.06,10.8
10501,Others-CCCPS119a,2803,26.14754061,91.72797041,525,cycle,low,4,0,2016-10-04 10:26:00,0.1872993221548341,11.87,1,0.5,0.1872993221548341,0.2666666666666666,0.3333333333333333,0.1666666666666666,0,0.1907931977643001,7.86,7.86,8.26,8.26
5253,BHMNCPHST01,1200,26.14001386,91.73099967,686,car,average,4,0,2016-10-04 10:26:00,0.5716666666666667,15.72,2,2.0,0.5716666666666667,0.2666666666666666,0.6666666666666666,0.6666666666666666,0,0.4343333333333333,11.52,9.9,11.91,10.8
13125,Others-CCCPS202,2937,26.14749053,91.72799688,1257,car,low,3,0,2016-10-04 10:26:00,0.4279877425944842,14.28,1,2.0,0.4279877425944842,0.2,0.3333333333333333,0.6666666666666666,0,0.3255975485188968,9.88,9.88,10.18,10.18
11813,Others-CCCPS135a,3883,26.14749943,91.72800489,3035,car,low,5,0,2016-10-04 10:26:00,0.7816121555498327,17.82,1,2.0,0.7816121555498327,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0.4229890977766332,11.34,9.9,11.84,10.8
17061,Shopping,1920,26.15050395,91.73353109,1324,car,low,4,0,2016-10-04 10:26:00,0.6895833333333333,16.9,1,2.0,0.6895833333333333,0.2666666666666666,0.3333333333333333,0.6666666666666666,0,0.39125,10.87,10.87,11.27,10.8
3941,BHMMBMMBX01,687,20.0000347,78.00000286,530,car,average,5,0,2016-10-04 10:26:00,0.7714701601164483,17.71,2,2.0,0.7714701601164483,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.487627365356623,12.31,9.9,12.81,10.8
6565,BHMNCPNST01,485,26.14004753,91.73097233,351,car,low,3,0,2016-10-04 10:26:00,0.7237113402061855,17.24,1,2.0,0.7237113402061855,0.2,0.3333333333333333,0.6666666666666666,0,0.384742268041237,10.77,10.77,11.07,10.8
1317,BHMBCCTHL01,387,26.14449459,91.73620513,264,car,low,3,0,2016-10-04 10:26:00,0.6821705426356589,16.82,1,2.0,0.6821705426356589,0.2,0.3333333333333333,0.6666666666666666,0,0.3764341085271317,10.65,10.65,10.95,10.8
17062,Shopping,1920,26.15050395,91.73353109,1387,car,average,5,0,2016-10-04 10:59:00,0.7223958333333333,17.22,2,2.0,0.7223958333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.4778124999999999,12.17,9.9,12.67,10.8
5254,BHMNCPHST01,1200,26.14001386,91.73099967,729,car,average,4,0,2016-10-04 10:59:00,0.6075,16.07,2,2.0,0.6075,0.2666666666666666,0.6666666666666666,0.6666666666666666,0,0.4415,11.62,9.9,12.02,10.8
13126,Others-CCCPS202,2937,26.14749053,91.72799688,1354,bike,high,7,0,2016-10-04 10:59:00,0.4610146407899217,14.61,3,1.0,0.4610146407899217,0.4666666666666667,1.0,0.3333333333333333,0,0.4522029281579843,11.78,9.9,12.48,10.8
15750,Others-CCCPS98,3103,26.14749998,91.72797778,1210,car,average,5,0,2016-10-04 10:59:00,0.3899452143087334,13.9,2,2.0,0.3899452143087334,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.41132237619508,11.17,9.9,11.67,10.8
11814,Others-CCCPS135a,3883,26.14749943,91.72800489,3169,car,average,6,0,2016-10-04 10:59:00,0.816121555498326,18.16,2,2.0,0.816121555498326,0.4,0.6666666666666666,0.6666666666666666,0,0.5098909777663319,12.65,9.9,13.25,10.8
3942,BHMMBMMBX01,687,20.0000347,78.00000286,573,car,average,4,0,2016-10-04 10:59:00,0.834061135371179,18.34,2,2.0,0.834061135371179,0.2666666666666666,0.6666666666666666,0.6666666666666666,0,0.4868122270742357,12.3,9.9,12.7,10.8
7878,Broad Street,690,26.13795775,91.74099445,675,bike,average,4,0,2016-10-04 10:59:00,0.9782608695652174,19.78,2,1.0,0.9782608695652174,0.2666666666666666,0.6666666666666666,0.3333333333333333,0,0.4489855072463768,11.73,9.9,12.13,10.8
6566,BHMNCPNST01,485,26.14004753,91.73097233,371,car,high,6,0,2016-10-04 10:59:00,0.7649484536082474,17.65,3,2.0,0.7649484536082474,0.4,1.0,0.6666666666666666,0,0.5663230240549828,13.49,9.9,14.09,10.8
14438,Others-CCCPS8,1322,26.14754886,91.72799519,791,car,average,4,0,2016-10-04 10:59:00,0.5983358547655068,15.98,2,2.0,0.5983358547655068,0.2666666666666666,0.6666666666666666,0.6666666666666666,0,0.4396671709531013,11.6,9.9,12.0,10.8
6,BHMBCCMKT01,577,26.14453614,91.73617216,219,truck,high,6,0,2016-10-04 10:59:00,0.3795493934142114,13.8,3,3.0,0.3795493934142114,0.4,1.0,1.0,0,0.5559098786828424,13.34,9.9,13.94,10.8
1318,BHMBCCTHL01,387,26.14449459,91.73620513,308,car,average,4,0,2016-10-04 10:59:00,0.7958656330749354,17.96,2,2.0,0.7958656330749354,0.2666666666666666,0.6666666666666666,0.6666666666666666,0,0.479173126614987,12.19,9.9,12.59,10.8
10502,Others-CCCPS119a,2803,26.14754061,91.72797041,574,truck,average,4,0,2016-10-04 10:59:00,0.2047805922226186,12.05,2,3.0,0.2047805922226186,0.2666666666666666,0.6666666666666666,1.0,0,0.4276227851111904,11.41,9.9,11.81,10.8
2630,BHMEURBRD01,470,26.14901995,91.7395035,458,cycle,high,6,0,2016-10-04 10:59:00,0.9744680851063828,19.74,3,0.5,0.9744680851063828,0.4,1.0,0.1666666666666666,0,0.50822695035461,12.62,9.9,13.22,10.8
9190,Others-CCCPS105a,2009,26.14747299,91.72804914,1364,bike,average,5,0,2016-10-04 10:59:00,0.6789447486311598,16.79,2,1.0,0.6789447486311598,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0.4024556163928986,11.04,9.9,11.54,10.8
17063,Shopping,1920,26.15050395,91.73353109,1428,truck,average,6,0,2016-10-04 11:25:00,0.74375,17.44,2,3.0,0.74375,0.4,0.6666666666666666,1.0,0,0.5620833333333334,13.43,9.9,14.03,10.8
5255,BHMNCPHST01,1200,26.14001386,91.73099967,765,car,average,5,0,2016-10-04 11:25:00,0.6375,16.38,2,2.0,0.6375,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.4608333333333332,11.91,9.9,12.41,10.8
7,BHMBCCMKT01,577,26.14453614,91.73617216,247,car,average,5,0,2016-10-04 11:25:00,0.4280762564991334,14.28,2,2.0,0.4280762564991334,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.41894858463316,11.28,9.9,11.78,10.8
14439,Others-CCCPS8,1322,26.14754886,91.72799519,820,truck,average,5,0,2016-10-04 11:25:00,0.6202723146747352,16.2,2,3.0,0.6202723146747352,0.3333333333333333,0.6666666666666666,1.0,0,0.5240544629349471,12.86,9.9,13.36,10.8
13127,Others-CCCPS202,2937,26.14749053,91.72799688,1369,bike,average,6,0,2016-10-04 11:25:00,0.4661218930881852,14.66,2,1.0,0.4661218930881852,0.4,0.6666666666666666,0.3333333333333333,0,0.373224378617637,10.6,10.6,11.2,10.8
9191,Others-CCCPS105a,2009,26.14747299,91.72804914,1424,bike,average,6,0,2016-10-04 11:25:00,0.7088103534096566,17.09,2,1.0,0.7088103534096566,0.4,0.6666666666666666,0.3333333333333333,0,0.4217620706819313,11.33,9.9,11.93,10.8
2631,BHMEURBRD01,470,26.14901995,91.7395035,464,car,average,5,0,2016-10-04 11:25:00,0.9872340425531916,19.87,2,2.0,0.9872340425531916,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.5307801418439716,12.96,9.9,13.46,10.8
